"","pc-1-1_phase3","pc-1-2_phase3","pc-2-1_phase3","pc-2-2_phase3","pc-3-1_phase3","pc-3-2_phase3","pc-4-1_phase3","pc-4-2_phase3","pc-5-1_phase3","pc-5-2_phase3","pc-6-1_phase3","pc-6-2_phase3","pc-7-1_phase3","pc-7-2_phase3","pc-8-1_phase3","pc-8-2_phase3","pc-9-1_phase3","pc-9-2_phase3","pc-10-1_phase3","pc-10-2_phase3","pc-11-1_phase3","pc-11-2_phase3","pc-2-1","pc-2-2","pc-4-1","pc-4-2"
"Microbacterium chocolatum",0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,51,0,0,0,0
"Microbacterium sp. BH-3-3-3",0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microbacterium sp. No. 7",0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,16,0,0,0,0
"Microbacterium sp. YJN-G",0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microbacterium sp. A18JL241",0,0,0,0,0,0,0,0,0,0,0,40,0,17,0,0,0,0,0,0,0,0,0,0,0,0
"Microbacterium sp. CGR1",0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microbacterium maritypicum",0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microbacterium schleiferi",0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,26,0,0,0,0
"Microbacterium endophyticum",0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microbacterium sp. ABRD_28",0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncultured soil bacterium",0,0,0,0,0,0,0,0,0,0,0,8809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus Saccharibacteria bacterium RAAC3_TM7_1",0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17",0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncultured bacterium 4C6",0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedobacter roseus",0,0,0,0,0,0,0,0,0,0,0,12978,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedobacter sp. SW-16",0,0,0,0,0,0,0,0,0,0,0,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedobacter sp. KBS0701",0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedobacter sp.",0,0,0,0,0,0,0,0,0,0,0,27,0,20,0,0,0,0,0,0,0,0,0,0,0,0
"Pedobacter heparinus",0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedobacter suwonensis",0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedobacter sp. HDW13",0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedobacter sp. PACM 27299",0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedobacter steynii",0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedobacter sp. JBR3-12",0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedobacter sp. G11",0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedobacter ginsengisoli",0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedobacter sp. eg",0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedobacter sp. ALS-14",0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Curtobacterium flaccumfaciens",0,0,0,0,0,0,0,0,0,0,0,7047,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Curtobacterium sp. YC1",0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Curtobacterium sp. MR_MD2014",0,0,0,0,0,0,0,0,0,0,0,112,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"Curtobacterium sp. SGAir0471",0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Curtobacterium sp. Csp2",0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Curtobacterium luteum",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Curtobacterium citreum",0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5",0,0,0,0,0,0,0,0,0,0,0,7832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Massilia lutea",0,0,0,0,0,0,0,0,0,0,0,73,0,27,0,0,0,0,0,0,0,0,0,0,0,0
"Massilia umbonata",0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,25,0,0,0,0
"Massilia flava",0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dyadobacter fermentans",0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Azospirillum thiophilum",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plantibacter sp. M259",0,0,0,0,0,0,0,0,0,0,0,4292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plantibacter sp. PA-3-X8",0,0,0,0,0,0,0,0,0,0,0,2552,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plantibacter flavus",0,0,0,0,0,0,0,0,0,0,0,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marisediminicola antarctica",0,0,0,0,0,0,0,0,0,0,0,3170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Herbiconiux sp. SALV-R1",0,0,0,0,0,0,0,0,0,0,0,2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Herbiconiux sp.",0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agrobacterium fabrum",0,0,0,0,0,0,0,0,0,0,0,2670,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agrobacterium vitis",0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agrobacterium rubi",0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agrobacterium sp. H13-3",0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas sp. DTU12.3",0,0,0,0,0,0,0,0,0,0,0,11248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas orientalis",0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas sp. R84",0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas koreensis",0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas moraviensis",0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas sp. S150",0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas arsenicoxydans",0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingobium herbicidovorans",0,0,0,0,0,0,0,0,0,0,0,7305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingobium baderi",0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingobium sp. SYK-6",0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingobium chlorophenolicum",0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingobium sp. SCG-1",0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingobium chungbukense",0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingobium sp. RAC03",0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingobium sp. YG1",0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flavobacterium sp. CJ74",0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flavobacterium psychrophilum",0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flavobacterium sp. HYN0086",0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flavobacterium sp. KBS0721",0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flavobacterium anhuiense",0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flavobacterium crocinum",0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flavobacterium sp.",0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flavobacterium album",0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flavobacterium nitrogenifigens",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flavobacterium subsaxonicum",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flavobacterium johnsoniae",0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Novosphingobium sp. P6W",0,0,0,0,0,0,0,0,0,0,0,1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Novosphingobium resinovorum",0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"Novosphingobium sp. Gsoil 351",0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Novosphingobium ginsenosidimutans",0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Novosphingobium sp. THN1",0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cryobacterium soli",0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cryobacterium arcticum",0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"Candidatus Fluviicola riflensis",0,0,0,0,0,0,0,0,0,0,0,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeromicrobium sp. MF47",0,0,0,0,0,0,0,0,0,0,0,1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeromicrobium sp. 592",0,0,0,0,0,0,0,0,0,0,0,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeromicrobium sp. A1-2",0,0,0,0,0,0,0,0,0,0,0,253,0,31,0,0,0,0,0,0,0,0,0,0,0,0
"Aeromicrobium choanae",0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,21,0,0,0,0,0,0
"Aeromicrobium fastidiosum",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeromicrobium sp. zg-629",0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Devosia ginsengisoli",0,0,0,0,0,0,0,0,0,0,0,1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Devosia sp. S02",0,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Devosia sp. 1566",0,0,0,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Devosia limi",0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Devosia sp. H5989",0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cladosporium herbarum",0,0,0,0,0,0,0,0,0,0,0,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cladosporium sp.",0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cladosporium cladosporioides",0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brevundimonas sp. M20",0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncultured Sphingomonadaceae bacterium",0,0,0,0,0,0,0,0,0,0,0,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microcella alkaliphila",0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lysinimonas sp. KACC 19322",0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Patulibacter medicamentivorans",0,0,0,0,0,0,0,0,0,0,0,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Patulibacter minatonensis",0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Patulibacter americanus",0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clavibacter michiganensis",0,0,0,0,0,0,0,0,0,0,0,5267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glaciihabitans sp. INWT7",0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vibrio rumoiensis",0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vibrio casei",0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vibrio parahaemolyticus",0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"Vibrio aphrogenes",0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vibrio algivorus",0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Achromobacter spanius",0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenarthrobacter sp. YJN-D",0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenarthrobacter nicotinovorans",0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenarthrobacter aurescens",0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteriovorax stolpii",0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptomyces armeniacus",0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mucilaginibacter sp. 14171R-50",0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mucilaginibacter sp. PAMC 26640",0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mucilaginibacter mali",0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mucilaginibacter mallensis",0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mucilaginibacter glaciei",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mucilaginibacter xinganensis",0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nocardioides sp. 603",0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nocardioides anomalus",0,0,0,0,0,0,0,0,0,0,0,65,0,36,0,0,0,0,0,0,0,26,0,0,0,0
"Nocardioides dokdonensis",0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nocardioides sp.",0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nocardioides sp. WS12",0,0,0,0,0,0,0,0,0,0,0,18,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"Neorhizobium galegae",0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neorhizobium sp. SOG26",0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salinicoccus alkaliphilus",0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agromyces aureus",0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agromyces sp. LHK192",0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyronema omphalodes",0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Variovorax sp. PMC12",0,0,0,0,0,0,0,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Variovorax boronicumulans",0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cnuibacter physcomitrellae",0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoalteromonas nigrifaciens",0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sclerotinia sclerotiorum",0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhizobium leguminosarum",0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhizobium phaseoli",0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhizobium rhizoryzae",0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhizobium sp.",0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhizobium gallicum",0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salinibacterium sp. UTAS2018",0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salinibacterium sp. ZJ450",0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salinibacterium hongtaonis",0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salinibacterium sp. ZJ70",0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humibacter sp. BT305",0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humibacter sp. WJ7-1",0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tardiphaga sp. vice278",0,0,0,0,0,0,0,0,0,0,0,71,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"Tardiphaga sp. vice154",0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Protaetiibacter sp. SSC-01",0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Protaetiibacter intestinalis",0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"Agreia pratensis",0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Croceicoccus marinus",0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Croceicoccus sp. YJ47",0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingomonas haloaromaticamans",0,0,0,0,0,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingomonas asaccharolytica",0,0,0,0,0,0,0,0,0,0,0,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncultured Sphingomonas sp.",0,0,0,0,0,0,0,0,0,0,0,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingomonas sp. AP4-R1",0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingomonas panacis",0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"Sphingomonas crocodyli",0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingomonas sp. MK52",0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingomonas sp. KC8",0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingomonas sp. LMO-1",0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ensifer adhaerens",0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"Glaciecola amylolytica",0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mycetocola zhujimingii",0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mycetocola sp. JXN-3",0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella intermedia",0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,17,0,0,0,0,0,0,0
"Zhihengliuella sp. ISTPL4",0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mobiluncus curtisii",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diaminobutyricimonas sp. LJ205",0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chryseoglobus indicus",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Janthinobacterium svalbardensis",0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weissella paramesenteroides",0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methylotenera versatilis",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingobacterium sp. ML3W",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodoferax koreense",0,0,0,0,0,0,0,0,0,0,0,31,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"Rhizorhabdus dicambivorans",0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Altererythrobacter atlanticus",0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gryllotalpicola protaetiae",0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Duganella sp. AF9R3",0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agrococcus sp. SGAir0287",0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"Agrococcus carbonis",0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mycobacterium tuberculosis",0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"Pelagibacterium halotolerans",0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hyphomicrobium sp. ghe19",0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rathayibacter sp. VKM Ac-2759",0,0,0,0,0,0,0,0,0,0,0,39,0,31,0,0,0,0,0,0,0,0,0,0,0,0
"Rathayibacter rathayi",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rathayibacter tanaceti",0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rathayibacter tritici",0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"Rathayibacter iranicus",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pimelobacter simplex",0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomicrostroma glucosiphilum",0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phaffia rhodozyma",0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraurantiacibacter namhicola",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saccharophagus degradans",0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chryseobacterium bovis",0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aurantimicrobium minutum",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caulobacter vibrioides",0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caulobacter flavus",0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
