Module (or Feature),Analysis,P value,Adj. p value,Direction
CD8+ T Cell (CD161+ MAIT),Longitudinal analysis Child population - 2|4 average,0.003924353184292849,0.01275414784895176,Mild
CD8+ T Cell (CD161+ MAIT),Longitudinal analysis Child population - 3|4 average,0.0015972552797142664,0.00986246897953322,Mild
CD8+ T Cell (CD161+ MAIT),Longitudinal analysis Child population - 4|5 shape,0.027336510774165296,0.0691660344969479,Mild
CD8+ T Cell (CM),Longitudinal analysis Child population - 1|2 average,0.014305717012867156,0.21363291079449298,Mild
CD8+ T Cell (CM),Longitudinal analysis Child population - 1|4 average,3.516873930967953e-5,2.6125349201476224e-4,Mild
CD8+ T Cell (CM),Longitudinal analysis Child population - 1|4 shape,0.009300893820151744,0.05373849762754341,Mild
CD8+ T Cell (CM),Longitudinal analysis Child population - 1|5 average,0.0011478448507006706,0.00852684746234784,Mild
CD8+ T Cell (CM),Longitudinal analysis Child population - 1|5 shape,7.392656356776914e-4,0.004611733717450695,Mild
CD8+ T Cell (CM),Longitudinal analysis Child population - 2|3 shape,0.023916874490334843,0.2072795789162353,Severe
CD8+ T Cell (CM),Longitudinal analysis Child population - 2|4 average,0.013660818872662808,0.0355181290689233,Mild
CD8+ T Cell (CM),Longitudinal analysis Child population - 2|5 average,0.009812476226801972,0.06378109547421282,Mild
CD8+ T Cell (CM),Longitudinal analysis Child population - 2|5 shape,7.949068513740537e-4,0.008267031254290158,Mild
CD8+ T Cell (CM),Longitudinal analysis Child population - 3|4 average,9.650460117284487e-4,0.008363732101646554,Mild
CD8+ T Cell (CM),Longitudinal analysis Child population - 3|5 average,0.01911436650136412,0.08580035008990679,Mild
CD8+ T Cell (CM),Longitudinal analysis Child population - 4|5 average,0.04042186313889765,0.34091944410147285,Severe
CD8+ T Cell (CM),Longitudinal analysis Child population - 4|5 shape,0.02498437664538548,0.06837829397684447,Mild
CD8+ T Cell (EM CD27hi),Longitudinal analysis Child population - 1|5 average,0.002749307054072855,0.01291897265122095,Mild
CD8+ T Cell (EM CD27hi),Longitudinal analysis Child population - 3|5 average,0.0028380489863675438,0.03689463682277807,Mild
CD8+ T Cell (EMRA CD57hi),Longitudinal analysis Child population - 1|2 shape,0.014565296989310549,0.10952104594684679,Severe
CD8+ T Cell (EMRA CD57hi),Longitudinal analysis Child population - 1|3 shape,0.021141745053246327,0.15459776135690317,Severe
CD8+ T Cell (EMRA CD57hi),Longitudinal analysis Child population - 1|4 shape,0.024032752492233533,0.11360937541783125,Severe
CD8+ T Cell (EMRA CD57hi),Longitudinal analysis Child population - 2|4 average,0.0021237614715765786,0.0073623731014654725,Mild
CD8+ T Cell (EMRA CD57hi),Longitudinal analysis Child population - 3|4 average,0.003203044852182305,0.016655833231347988,Mild
CD8+ T Cell (EMRA CD57hi),Longitudinal analysis Child population - 4|5 shape,0.012233286353717593,0.04240872602622099,Mild
CD8+ T Cell (EMRA CD57low),Longitudinal analysis Child population - 1|2 shape,0.013063630441881396,0.10952104594684679,Severe
CD8+ T Cell (EMRA CD57low),Longitudinal analysis Child population - 1|3 shape,9.730471187602932e-4,0.05059845017553524,Severe
CD8+ T Cell (EMRA CD57low),Longitudinal analysis Child population - 1|4 shape,0.013901790413099701,0.07228931014811844,Severe
CD8+ T Cell (EMRA CD57low),Longitudinal analysis Child population - 2|3 shape,0.011280063722905525,0.14664082839777182,Severe
CD8+ T Cell (EMRA CD57low),Longitudinal analysis Child population - 2|5 shape,0.016211821820993726,0.05339628413004668,Mild
CD8+ T Cell (naive),Longitudinal analysis Child population - 1|2 shape,0.004089445408537009,0.07088372041464147,Severe
CD8+ T Cell (naive),Longitudinal analysis Child population - 1|4 average,4.093009009865673e-4,0.0019348769864819546,Mild
CD8+ T Cell (naive),Longitudinal analysis Child population - 1|5 average,0.005889432498681331,0.018014734701848775,Mild
CD8+ T Cell (naive),Longitudinal analysis Child population - 2|4 average,9.41144764241938e-5,6.991361105797253e-4,Mild
CD8+ T Cell (naive),Longitudinal analysis Child population - 2|4 shape,2.932424106128847e-5,0.0015248605351870005,Mild
CD8+ T Cell (naive),Longitudinal analysis Child population - 2|5 shape,0.049000873741879475,0.11582024702626058,Mild
CD8+ T Cell (naive),Longitudinal analysis Child population - 3|4 average,3.131703969027407e-4,0.005061919573545326,Mild
CD8+ T Cell (naive),Longitudinal analysis Child population - 3|4 shape,0.03904470115094049,0.16078445726773644,Mild
CD8+ T Cell (naive),Longitudinal analysis Child population - 3|5 average,0.0099908568010202755,0.057724950405894926,Mild
Conventional DC,Longitudinal analysis Child population - 1|4 average,1.3287435493177442e-5,1.151577742742045e-4,Mild
Conventional DC,Longitudinal analysis Child population - 1|5 average,0.010656342432798196,0.02770649032527531,Severe
Conventional DC,Longitudinal analysis Child population - 1|5 shape,7.981846818664665e-4,0.004611733717450695,Mild
Conventional DC,Longitudinal analysis Child population - 2|4 average,4.1185388062950975e-5,4.75891318211343e-4,Mild
Conventional DC,Longitudinal analysis Child population - 2|4 shape,0.02478484130312254,0.14707193521616133,Mild
Conventional DC,Longitudinal analysis Child population - 2|5 shape,1.1437677103697581e-5,1.4868980234806854e-4,Mild
Conventional DC,Longitudinal analysis Child population - 3|4 average,2.4270668657921774e-4,0.005061919573545326,Mild
Conventional DC,Longitudinal analysis Child population - 3|5 shape,0.006682373132262137,0.057913900479605186,Mild
Conventional DC,Longitudinal analysis Child population - 4|5 shape,2.298022777546286e-5,5.974859221620344e-4,Mild
Eosinophil,Longitudinal analysis Child population - 1|3 shape,0.02675730485023324,0.15459776135690317,Severe
Eosinophil,Longitudinal analysis Child population - 1|4 shape,0.001714938049172319,0.029725592852320196,Severe
Eosinophil,Longitudinal analysis Child population - 1|5 shape,0.010630214699777119,0.05025192403531002,Severe
Eosinophil,Longitudinal analysis Child population - 2|4 shape,0.012474382699534744,0.11908089688748766,Severe
Eosinophil,Longitudinal analysis Child population - 3|4 shape,0.03518032095369571,0.16078445726773644,Severe
gd T Cell,Longitudinal analysis Child population - 1|2 average,0.04890403652369944,0.22377299201918585,Mild
gd T Cell,Longitudinal analysis Child population - 1|3 average,0.004834546401639981,0.12569820644263952,Mild
gd T Cell,Longitudinal analysis Child population - 1|5 shape,5.182302161262309e-4,0.0038497101769377155,Severe
gd T Cell,Longitudinal analysis Child population - 2|5 shape,0.005943879275304154,0.02809833839234691,Severe
gd T Cell,Longitudinal analysis Child population - 3|5 average,0.009602542205723869,0.057724950405894926,Mild
gd T Cell,Longitudinal analysis Child population - 3|5 shape,3.449083153851058e-24,1.79352324000255e-22,Severe
gd T Cell,Longitudinal analysis Child population - 4|5 shape,0.006834490572646108,0.03276199976830022,Severe
Hematopoetic progrenitor Cell,Longitudinal analysis Child population - 1|5 average,3.0751703583684216e-4,0.0031981771727031586,Severe
Hematopoetic progrenitor Cell,Longitudinal analysis Child population - 1|5 shape,5.65770203108198e-124,2.9420050561626297e-122,Mild
Hematopoetic progrenitor Cell,Longitudinal analysis Child population - 2|5 average,4.899428514346132e-4,0.022461558310772314,Severe
Hematopoetic progrenitor Cell,Longitudinal analysis Child population - 2|5 shape,9.65304235763504e-53,5.0195820259702206e-51,Mild
Hematopoetic progrenitor Cell,Longitudinal analysis Child population - 3|4 shape,0.04019611431693411,0.16078445726773644,Severe
Hematopoetic progrenitor Cell,Longitudinal analysis Child population - 3|5 average,4.4933193830196463e-4,0.02336526079170216,Severe
Hematopoetic progrenitor Cell,Longitudinal analysis Child population - 3|5 shape,1.3842221610785923e-16,3.59897761880434e-15,Mild
Hematopoetic progrenitor Cell,Longitudinal analysis Child population - 4|5 average,0.0010288629767086148,0.026750437394423985,Severe
Hematopoetic progrenitor Cell,Longitudinal analysis Child population - 4|5 shape,6.738225609272542e-42,3.5038773168217217e-40,Mild
Monocytes (CD14-CD16+),Longitudinal analysis Child population - 1|5 average,0.0015750129427894788,0.010237584128131612,Mild
Monocytes (CD14-CD16+),Longitudinal analysis Child population - 1|5 shape,4.508265601911914e-5,3.907163521656992e-4,Mild
Monocytes (CD14-CD16+),Longitudinal analysis Child population - 2|4 average,0.023957219131164095,0.054164147600892734,Mild
Monocytes (CD14-CD16+),Longitudinal analysis Child population - 3|4 shape,0.00517104156675336,0.06294680797165725,Severe
Monocytes (CD14-CD16+),Longitudinal analysis Child population - 3|5 average,0.023100094254974904,0.08580035008990679,Mild
Monocytes (CD14-CD16+),Longitudinal analysis Child population - 4|5 shape,0.0028790944962091523,0.03276199976830022,Mild
Monocytes (CD14+CD16-),Longitudinal analysis Child population - 2|4 average,4.666083049432215e-5,4.75891318211343e-4,Mild
Monocytes (CD14+CD16-),Longitudinal analysis Child population - 2|5 average,0.019264723277109794,0.09106960094633722,Mild
Monocytes (CD14+CD16-),Longitudinal analysis Child population - 3|4 average,0.01730302462694212,0.05623483003756189,Mild
Monocytes (CD14+CD16-),Longitudinal analysis Child population - 4|5 shape,0.020074371683238886,0.05799262930713456,Mild
Monocytes (CD14+CD16+),Longitudinal analysis Child population - 1|4 shape,0.0012108087936447006,0.029725592852320196,Severe
Monocytes (CD14+CD16+),Longitudinal analysis Child population - 2|4 average,0.0014773916378860506,0.005487454655005331,Mild
Monocytes (CD14+CD16+),Longitudinal analysis Child population - 3|4 average,0.0014473879611571821,0.00986246897953322,Mild
Monocytes (CD14+CD16+),Longitudinal analysis Child population - 3|4 shape,0.03752867435028891,0.16078445726773644,Severe
Monocytes (CD14+CD16+),Longitudinal analysis Child population - 3|5 average,0.04323253638212184,0.12489399399279644,Mild
Monocytes (CD14+CD16+),Longitudinal analysis Child population - 4|5 shape,0.011112929265110805,0.04240872602622099,Mild
Neutrophil (CD16hi),Longitudinal analysis Child population - 1|4 average,0.009871094874015272,0.026705864205353952,Severe
Neutrophil (CD16hi),Longitudinal analysis Child population - 1|4 shape,0.005592096274877059,0.0384946422427292,Mild
Neutrophil (CD16hi),Longitudinal analysis Child population - 2|4 average,1.0977387096239916e-5,2.0503541474597574e-4,Severe
Neutrophil (CD16hi),Longitudinal analysis Child population - 2|4 shape,0.008279693175904695,0.11908089688748766,Mild
Neutrophil (CD16hi),Longitudinal analysis Child population - 2|5 average,0.005575639147180346,0.05735989709783711,Severe
Neutrophil (CD16hi),Longitudinal analysis Child population - 3|4 average,0.004919467551044592,0.02311756453109156,Severe
Neutrophil (CD16hi),Longitudinal analysis Child population - 3|4 shape,0.007263093227498914,0.06294680797165725,Mild
Neutrophil (CD16low),Longitudinal analysis Child population - 1|2 average,0.04130708278181761,0.22377299201918585,Severe
Neutrophil (CD16low),Longitudinal analysis Child population - 1|4 average,0.005090701611961088,0.016544780238873538,Severe
Neutrophil (CD16low),Longitudinal analysis Child population - 1|5 average,0.009363151959917706,0.025625468521880038,Severe
Neutrophil (CD16low),Longitudinal analysis Child population - 1|5 shape,0.01567234042092044,0.05433078012585753,Severe
Neutrophil (CD16low),Longitudinal analysis Child population - 2|4 shape,0.04512336755480019,0.18049347021920076,Severe
Neutrophil (CD16low),Longitudinal analysis Child population - 2|5 average,0.0461138219473854,0.1598612494176027,Mild
Neutrophil (CD16low),Longitudinal analysis Child population - 2|5 shape,0.002001779691966682,0.01487036342603821,Severe
Neutrophil (CD16low),Longitudinal analysis Child population - 3|4 shape,0.035196996238920426,0.16078445726773644,Severe
Neutrophil (CD16low),Longitudinal analysis Child population - 3|5 average,0.02551985309828825,0.08681227047917096,Mild
Neutrophil (CD16low),Longitudinal analysis Child population - 3|5 shape,0.0018138550683753547,0.02358011588887961,Severe
Neutrophil (CD16low),Longitudinal analysis Child population - 4|5 average,2.1129853947377412e-4,0.010987524052636255,Severe
Neutrophil (CD16low),Longitudinal analysis Child population - 4|5 shape,0.0068346032299991585,0.03276199976830022,Severe
NK Cell (CD56hi CD16low),Longitudinal analysis Child population - 1|3 average,9.191167557581472e-4,0.04779407129942366,Mild
NK Cell (CD56hi CD16low),Longitudinal analysis Child population - 1|4 average,0.006045272433578301,0.018491421561533626,Mild
NK Cell (CD56hi CD16low),Longitudinal analysis Child population - 2|4 average,9.844432071412904e-4,0.004265920564278925,Mild
NK Cell (CD56hi CD16low),Longitudinal analysis Child population - 3|5 shape,0.010919877023815512,0.06760375368904477,Mild
NK Cell (CD56low CD16hi CD57hi),Longitudinal analysis Child population - 1|4 average,0.0020832111395404865,0.008332844558161946,Mild
NK Cell (CD56low CD16hi CD57hi),Longitudinal analysis Child population - 1|5 average,0.0024650372206935067,0.01291897265122095,Mild
NK Cell (CD56low CD16hi CD57hi),Longitudinal analysis Child population - 1|5 shape,0.014425538997460394,0.05433078012585753,Mild
NK Cell (CD56low CD16hi CD57hi),Longitudinal analysis Child population - 2|4 average,0.01093796687048608,0.029935488277119796,Mild
NK Cell (CD56low CD16hi CD57hi),Longitudinal analysis Child population - 2|5 shape,0.037023768559069845,0.09167790309864914,Mild
NK Cell (CD56low CD16hi CD57hi),Longitudinal analysis Child population - 3|4 average,0.03841196037732471,0.10388942922458912,Mild
NK Cell (CD56low CD16hi CD57hi),Longitudinal analysis Child population - 3|5 shape,0.017553246332196012,0.09127688092741927,Mild
NK Cell (CD56low CD16hi CD57hi),Longitudinal analysis Child population - 4|5 shape,0.003809751250448526,0.03276199976830022,Mild
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis Child population - 1|4 average,1.4139192715311577e-6,2.4507934039873398e-5,Mild
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis Child population - 1|5 average,6.663865153714605e-4,0.005775349799885991,Mild
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis Child population - 1|5 shape,0.01978774912235423,0.060527232609554116,Mild
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis Child population - 2|4 average,5.119162341120035e-4,0.0026619644173824183,Mild
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis Child population - 3|4 average,5.210905649079147e-4,0.005419341875042313,Mild
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis Child population - 3|5 average,0.046885790718670245,0.1283190061774133,Severe
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis Child population - 3|5 shape,0.011700649676950056,0.06760375368904477,Mild
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis Child population - 4|5 shape,0.0039740517251916335,0.03276199976830022,Mild
Plasmacytoid DC,Longitudinal analysis Child population - 1|3 average,0.02569150545411718,0.19307497938392687,Mild
Plasmacytoid DC,Longitudinal analysis Child population - 1|4 average,1.250745040138567e-10,6.503874208720549e-9,Mild
Plasmacytoid DC,Longitudinal analysis Child population - 1|5 average,0.0036138482271829177,0.01291897265122095,Mild
Plasmacytoid DC,Longitudinal analysis Child population - 2|4 average,1.1828966235344755e-5,2.0503541474597574e-4,Mild
