"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","dir","database","virus","knock_in"
"R-HSA-1713062","R-HSA-171306","Packaging Of Telomere Ends","4/859","35/8020",0.525073365539633,0.999999999999995,0.952704341498904,"3017/54386/3014/128312",4,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-33018542","R-HSA-3301854","Nuclear Pore Complex (NPC) Disassembly","4/859","35/8020",0.525073365539633,0.999999999999995,0.952704341498904,"891/140609/9133/983",4,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-5326682","R-HSA-532668","N-glycan trimming in the ER and Calnexin/Calreticulin cycle","4/859","35/8020",0.525073365539633,0.999999999999995,0.952704341498904,"55757/5887/267/7314",4,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-67943612","R-HSA-6794361","Neurexins and neuroligins","4/859","35/8020",0.525073365539633,0.999999999999995,0.952704341498904,"8825/2035/22829/81858",4,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-68047572","R-HSA-6804757","Regulation of TP53 Degradation","4/859","35/8020",0.525073365539633,0.999999999999995,0.952704341498904,"890/983/7314/55615",4,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-1741132","R-HSA-174113","SCF-beta-TrCP mediated degradation of Emi1","6/859","54/8020",0.526795833521595,0.999999999999995,0.952704341498904,"23198/51343/26271/991/9491/7314",6,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-4327222","R-HSA-432722","Golgi Associated Vesicle Biogenesis","6/859","54/8020",0.526795833521595,0.999999999999995,0.952704341498904,"7037/8775/1362/9829/6272/286451",6,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-16303162","R-HSA-1630316","Glycosaminoglycan metabolism","10/859","92/8020",0.530407305542068,0.999999999999995,0.952704341498904,"2817/3161/8704/10894/55576/9334/8509/55454/8372/11261",10,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-1565802","R-HSA-156580","Phase II - Conjugation of compounds","7/859","64/8020",0.536324505423391,0.999999999999995,0.952704341498904,"2729/2730/494143/4837/8460/27284/26873",7,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-692022","R-HSA-69202","Cyclin E associated events during G1/S transition ","9/859","83/8020",0.537091083424918,0.999999999999995,0.952704341498904,"1869/7029/9491/890/993/7465/7314/9134/7027",9,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-56264672","R-HSA-5626467","RHO GTPases activate IQGAPs","3/859","26/8020",0.537861166866281,0.999999999999995,0.952704341498904,"999/7280/128239",3,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-9010422","R-HSA-901042","Calnexin/calreticulin cycle","3/859","26/8020",0.537861166866281,0.999999999999995,0.952704341498904,"55757/267/7314",3,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-89392362","R-HSA-8939236","RUNX1 regulates transcription of genes involved in differentiation of HSCs","11/859","102/8020",0.538127477085121,0.999999999999995,0.952704341498904,"23198/7161/2623/4602/9491/3017/6886/7314/3014/128312/8353",11,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-90071012","R-HSA-9007101","Rab regulation of trafficking","13/859","121/8020",0.539289245154428,0.999999999999995,0.952704341498904,"11345/23011/3257/10133/117177/81631/5872/51560/5866/83452/81876/8408/126003",13,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-88666542","R-HSA-8866654","E3 ubiquitin ligases ubiquitinate target proteins","6/859","55/8020",0.545400662796888,0.999999999999995,0.952704341498904,"7320/5111/9781/3017/7314/220441",6,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-68060032","R-HSA-6806003","Regulation of TP53 Expression and Degradation","4/859","36/8020",0.548075367332915,0.999999999999995,0.952704341498904,"890/983/7314/55615",4,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-90244462","R-HSA-9024446","NR1H2 and NR1H3-mediated signaling","4/859","36/8020",0.548075367332915,0.999999999999995,0.952704341498904,"6319/5360/27161/348",4,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-96072402","R-HSA-9607240","FLT3 Signaling","25/859","236/8020",0.555730156810412,0.999999999999995,0.952704341498904,"10048/8452/5291/5525/23198/5526/6710/4140/5594/2549/9693/84078/2322/9491/58489/2247/673/6708/7314/598/6300/200734/221002/57139/5500",25,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-21229472","R-HSA-2122947","NOTCH1 Intracellular Domain Regulates Transcription","5/859","46/8020",0.556433412746697,0.999999999999995,0.952704341498904,"10046/3091/8850/1024/7314",5,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-739292","R-HSA-73929","Base-Excision Repair, AP Site Formation","5/859","46/8020",0.556433412746697,0.999999999999995,0.952704341498904,"55247/3017/54386/3014/128312",5,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-89869442","R-HSA-8986944","Transcriptional Regulation by MECP2","5/859","46/8020",0.556433412746697,0.999999999999995,0.952704341498904,"27161/54487/5468/5728/9212",5,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-1627102","R-HSA-162710","Synthesis of glycosylphosphatidylinositol (GPI)","2/859","17/8020",0.557288732910962,0.999999999999995,0.952704341498904,"9091/8818",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-1962992","R-HSA-196299","Beta-catenin phosphorylation cascade","2/859","17/8020",0.557288732910962,0.999999999999995,0.952704341498904,"5525/5526",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-1967412","R-HSA-196741","Cobalamin (Cbl, vitamin B12) transport and metabolism","2/859","17/8020",0.557288732910962,0.999999999999995,0.952704341498904,"6947/27249",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-20282692","R-HSA-2028269","Signaling by Hippo","2/859","17/8020",0.557288732910962,0.999999999999995,0.952704341498904,"26524/92597",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-4167002","R-HSA-416700","Other semaphorin interactions","2/859","17/8020",0.557288732910962,0.999999999999995,0.952704341498904,"8482/5365",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-56546872","R-HSA-5654687","Downstream signaling of activated FGFR1","2/859","17/8020",0.557288732910962,0.999999999999995,0.952704341498904,"2549/2247",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-56558622","R-HSA-5655862","Translesion synthesis by POLK","2/859","17/8020",0.557288732910962,0.999999999999995,0.952704341498904,"5111/7314",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-56561212","R-HSA-5656121","Translesion synthesis by POLI","2/859","17/8020",0.557288732910962,0.999999999999995,0.952704341498904,"5111/7314",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-1665202","R-HSA-166520","Signaling by NTRKs","12/859","113/8020",0.558141495400333,0.999999999999995,0.952704341498904,"163/5291/5594/4066/2549/1432/5045/673/9261/10221/6300/160",12,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-1575792","R-HSA-157579","Telomere Maintenance","10/859","94/8020",0.558885211761618,0.999999999999995,0.952704341498904,"5111/79075/1763/80119/890/3017/54386/3014/128312/641",10,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-3814262","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","8/859","75/8020",0.560479342972355,0.999999999999995,0.952704341498904,"10272/1511/5768/348/10970/2200/255738/57104",8,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-56547382","R-HSA-5654738","Signaling by FGFR2","6/859","56/8020",0.563674272387153,0.999999999999995,0.952704341498904,"5594/2549/10253/2247/673/7314",6,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-738872","R-HSA-73887","Death Receptor Signalling","14/859","133/8020",0.569763785705344,0.999999999999995,0.952704341498904,"7984/6655/9828/329/1894/10451/121512/257397/7314/81858/389337/23365/6453/445328",14,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-56257402","R-HSA-5625740","RHO GTPases activate PKNs","7/859","66/8020",0.570150852511047,0.999999999999995,0.952704341498904,"7533/3017/995/3014/128312/5500/8353",7,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-12216322","R-HSA-1221632","Meiotic synapsis","6/859","57/8020",0.581590295758494,0.999999999999995,0.952704341498904,"672/4001/3017/54386/3014/128312",6,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-89437242","R-HSA-8943724","Regulation of PTEN gene transcription","6/859","57/8020",0.581590295758494,0.999999999999995,0.952704341498904,"58528/23186/5594/5468/10542/84232",6,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-1741542","R-HSA-174154","APC/C:Cdc20 mediated degradation of Securin","7/859","67/8020",0.586626014702055,0.999999999999995,0.952704341498904,"996/23198/991/9491/9232/7314/11065",7,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-32148152","R-HSA-3214815","HDACs deacetylate histones","7/859","67/8020",0.586626014702055,0.999999999999995,0.952704341498904,"23186/64426/3017/8819/8329/128312/8353",7,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-4484242","R-HSA-448424","Interleukin-17 signaling","7/859","67/8020",0.586626014702055,0.999999999999995,0.952704341498904,"5606/5594/5608/1432/257397/9261/7314",7,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-12363822","R-HSA-1236382","Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants","2/859","18/8020",0.589158420545873,0.999999999999995,0.952704341498904,"2549/7314",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-14828392","R-HSA-1482839","Acyl chain remodelling of PE","2/859","18/8020",0.589158420545873,0.999999999999995,0.952704341498904,"5321/129642",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-19124202","R-HSA-1912420","Pre-NOTCH Processing in Golgi","2/859","18/8020",0.589158420545873,0.999999999999995,0.952704341498904,"4854/5045",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-20228542","R-HSA-2022854","Keratan sulfate biosynthesis","2/859","18/8020",0.589158420545873,0.999999999999995,0.952704341498904,"8704/9334",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-32955832","R-HSA-3295583","TRP channels","2/859","18/8020",0.589158420545873,0.999999999999995,0.952704341498904,"140803/7226",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-56378152","R-HSA-5637815","Signaling by Ligand-Responsive EGFR Variants in Cancer","2/859","18/8020",0.589158420545873,0.999999999999995,0.952704341498904,"2549/7314",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-96715552","R-HSA-9671555","Signaling by PDGFR in disease","2/859","18/8020",0.589158420545873,0.999999999999995,0.952704341498904,"5291/6801",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-14831662","R-HSA-1483166","Synthesis of PA","3/859","28/8020",0.589680570847391,0.999999999999995,0.952704341498904,"5337/5321/56894",3,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-3500542","R-HSA-350054","Notch-HLH transcription pathway","3/859","28/8020",0.589680570847391,0.999999999999995,0.952704341498904,"10046/4854/8850",3,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-46412622","R-HSA-4641262","Disassembly of the destruction complex and recruitment of AXIN to the membrane","3/859","28/8020",0.589680570847391,0.999999999999995,0.952704341498904,"5525/5526/7855",3,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-96837012","R-HSA-9683701","Translation of structural proteins","3/859","28/8020",0.589680570847391,0.999999999999995,0.952704341498904,"27090/7314/256435",3,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-1146082","R-HSA-114608","Platelet degranulation ","11/859","106/8020",0.591474915560647,0.999999999999995,0.952704341498904,"7078/10490/5768/10257/22915/10184/23052/5627/5005/5004/6414",11,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-3737522","R-HSA-373752","Netrin-1 signaling","4/859","38/8020",0.592252676140478,0.999999999999995,0.952704341498904,"1432/4651/6478/6300",4,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-67837832","R-HSA-6783783","Interleukin-10 signaling","4/859","38/8020",0.592252676140478,0.999999999999995,0.952704341498904,"7850/3554/3606/3627",4,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-737282","R-HSA-73728","RNA Polymerase I Promoter Opening","4/859","38/8020",0.592252676140478,0.999999999999995,0.952704341498904,"3017/3014/128312/8353",4,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-96781082","R-HSA-9678108","SARS-CoV-1 Infection","5/859","48/8020",0.595552492979059,0.999999999999995,0.952704341498904,"2931/27090/81631/7314/256435",5,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-1571182","R-HSA-157118","Signaling by NOTCH","21/859","203/8020",0.602160678731799,0.999999999999995,0.952704341498904,"10046/4904/4854/3091/182/1869/7029/8850/27161/9491/9787/1024/5045/3017/1999/7314/5087/3014/128312/7027/8353",21,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-89572752","R-HSA-8957275","Post-translational protein phosphorylation","7/859","68/8020",0.602783106654426,0.999999999999995,0.952704341498904,"10272/5768/348/10970/2200/255738/57104",7,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-89516642","R-HSA-8951664","Neddylation","22/859","213/8020",0.60609038769326,0.999999999999995,0.952704341498904,"8452/54165/23198/332/25793/3091/11275/26268/26235/84085/84078/79269/9491/9040/8451/23038/55827/51514/122416/89890/7314/140739",22,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-14832552","R-HSA-1483255","PI Metabolism","8/859","78/8020",0.606439738645576,0.999999999999995,0.952704341498904,"51573/5291/8897/660/8395/5305/5728/388121",8,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-56830572","R-HSA-5683057","MAPK family signaling cascades","27/859","261/8020",0.607564688098694,0.999999999999995,0.952704341498904,"10048/8452/5291/5525/23198/5526/6710/4140/5594/9693/2309/84078/2322/27161/9491/58489/2247/673/6708/983/7314/598/6300/200734/221002/57139/5500",27,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-90069252","R-HSA-9006925","Intracellular signaling by second messengers","27/859","261/8020",0.607564688098694,0.999999999999995,0.952704341498904,"58528/23035/5291/5525/23198/5526/4734/23186/5594/2931/8395/2549/6801/2309/27161/9491/5468/23608/10542/2247/5305/7314/5728/84232/4303/55615/84335",27,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-1103132","R-HSA-110313","Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template","4/859","39/8020",0.613358253479385,0.999999999999995,0.952704341498904,"5111/9768/7314/5426",4,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-39069952","R-HSA-3906995","Diseases associated with O-glycosylation of proteins","4/859","39/8020",0.613358253479385,0.999999999999995,0.952704341498904,"4854/9509/2591/4582",4,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-19801452","R-HSA-1980145","Signaling by NOTCH2","3/859","29/8020",0.614142443902557,0.999999999999995,0.952704341498904,"10046/182/7314",3,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-68114402","R-HSA-6811440","Retrograde transport at the Trans-Golgi-Network","5/859","49/8020",0.614372467574641,0.999999999999995,0.952704341498904,"8775/122830/51542/9712/51560",5,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-20294822","R-HSA-2029482","Regulation of actin dynamics for phagocytic cup formation","6/859","59/8020",0.61625874235348,0.999999999999995,0.952704341498904,"5594/8936/10451/4651/2209/10163",6,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-3802592","R-HSA-380259","Loss of Nlp from mitotic centrosomes","7/859","69/8020",0.61860514370456,0.999999999999995,0.952704341498904,"4751/7283/55755/10733/1069/5347/983",7,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-3802842","R-HSA-380284","Loss of proteins required for interphase microtubule organization from the centrosome","7/859","69/8020",0.61860514370456,0.999999999999995,0.952704341498904,"4751/7283/55755/10733/1069/5347/983",7,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-96638912","R-HSA-9663891","Selective autophagy","7/859","69/8020",0.61860514370456,0.999999999999995,0.952704341498904,"84557/9927/7280/81631/65018/7314/8408",7,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-1103202","R-HSA-110320","Translesion Synthesis by POLH","2/859","19/8020",0.619288832992217,0.999999999999995,0.952704341498904,"5111/7314",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-1689272","R-HSA-168927","TICAM1, RIP1-mediated IKK complex recruitment","2/859","19/8020",0.619288832992217,0.999999999999995,0.952704341498904,"329/7314",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-29790962","R-HSA-2979096","NOTCH2 Activation and Transmission of Signal to the Nucleus","2/859","19/8020",0.619288832992217,0.999999999999995,0.952704341498904,"182/7314",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-4185922","R-HSA-418592","ADP signalling through P2Y purinoceptor 1","2/859","19/8020",0.619288832992217,0.999999999999995,0.952704341498904,"1432/5321",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-68047602","R-HSA-6804760","Regulation of TP53 Activity through Methylation","2/859","19/8020",0.619288832992217,0.999999999999995,0.952704341498904,"7314/387893",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-90136952","R-HSA-9013695","NOTCH4 Intracellular Domain Regulates Transcription","2/859","19/8020",0.619288832992217,0.999999999999995,0.952704341498904,"10046/8850",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-88761982","R-HSA-8876198","RAB GEFs exchange GTP for GDP on RABs","9/859","89/8020",0.623940053209294,0.999999999999995,0.952704341498904,"23011/3257/117177/5872/51560/5866/81876/8408/126003",9,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-1870372","R-HSA-187037","Signaling by NTRK1 (TRKA)","10/859","99/8020",0.626747590892222,0.999999999999995,0.952704341498904,"163/5291/5594/4066/1432/673/9261/10221/6300/160",10,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-56258862","R-HSA-5625886","Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3","4/859","40/8020",0.633773181365632,0.999999999999995,0.952704341498904,"3017/3014/128312/8353",4,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-56964002","R-HSA-5696400","Dual Incision in GG-NER","4/859","40/8020",0.633773181365632,0.999999999999995,0.952704341498904,"5111/8451/7314/5426",4,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-56553022","R-HSA-5655302","Signaling by FGFR1 in disease","3/859","30/8020",0.637601837865255,0.999999999999995,0.952704341498904,"2549/26127/2247",3,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-760052","R-HSA-76005","Response to elevated platelet cytosolic Ca2+","11/859","110/8020",0.641875502732384,0.999999999999995,0.952704341498904,"7078/10490/5768/10257/22915/10184/23052/5627/5005/5004/6414",11,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-20229282","R-HSA-2022928","HS-GAG biosynthesis","2/859","20/8020",0.647686544832521,0.999999999999995,0.952704341498904,"2817/8509",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-2648762","R-HSA-264876","Insulin processing","2/859","20/8020",0.647686544832521,0.999999999999995,0.952704341498904,"1363/54536",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-4498362","R-HSA-449836","Other interleukin signaling","2/859","20/8020",0.647686544832521,0.999999999999995,0.952704341498904,"6809/5657",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-68041152","R-HSA-6804115","TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain","2/859","20/8020",0.647686544832521,0.999999999999995,0.952704341498904,"28984/995",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-691862","R-HSA-69186","Lagging Strand Synthesis","2/859","20/8020",0.647686544832521,0.999999999999995,0.952704341498904,"5111/1763",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-96138292","R-HSA-9613829","Chaperone Mediated Autophagy","2/859","20/8020",0.647686544832521,0.999999999999995,0.952704341498904,"7314/3043",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-29807362","R-HSA-2980736","Peptide hormone metabolism","5/859","51/8020",0.650427041156755,0.999999999999995,0.952704341498904,"43/1511/1363/3624/54536",5,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-16508142","R-HSA-1650814","Collagen biosynthesis and modifying enzymes","4/859","41/8020",0.653478710213361,0.999999999999995,0.952704341498904,"1308/9509/5352/26577",4,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-4459892","R-HSA-445989","TAK1 activates NFkB by phosphorylation and activation of IKKs complex","3/859","31/8020",0.660044084852099,0.999999999999995,0.952704341498904,"257397/6283/7314",3,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-4502822","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases","3/859","31/8020",0.660044084852099,0.999999999999995,0.952704341498904,"5594/1432/9261",3,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-90295692","R-HSA-9029569","NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux","3/859","31/8020",0.660044084852099,0.999999999999995,0.952704341498904,"5360/27161/348",3,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-20294802","R-HSA-2029480","Fcgamma receptor (FCGR) dependent phagocytosis","8/859","82/8020",0.663648054132328,0.999999999999995,0.952704341498904,"5291/5337/5594/8936/10451/4651/2209/10163",8,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-4461932","R-HSA-446193","Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","7/859","72/8020",0.663920731952331,0.999999999999995,0.952704341498904,"7264/55907/80896/27090/8818/256435/8790",7,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-89364592","R-HSA-8936459","RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function","7/859","72/8020",0.663920731952331,0.999999999999995,0.952704341498904,"2623/8850/4778/3017/3014/128312/8353",7,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-1681642","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade","9/859","92/8020",0.663978532152675,0.999999999999995,0.952704341498904,"5606/5594/5608/329/1432/257397/9261/6283/7314",9,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-67943622","R-HSA-6794362","Protein-protein interactions at synapses","5/859","52/8020",0.667630665161675,0.999999999999995,0.952704341498904,"8825/5792/2035/22829/81858",5,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-30001782","R-HSA-3000178","ECM proteoglycans","4/859","42/8020",0.672461664441763,0.999999999999995,0.952704341498904,"3679/3685/3680/7148",4,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-68114382","R-HSA-6811438","Intra-Golgi traffic","4/859","42/8020",0.672461664441763,0.999999999999995,0.952704341498904,"8775/4121/83452/4122",4,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-1649382","R-HSA-164938","Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters","2/859","21/8020",0.674376657421375,0.999999999999995,0.952704341498904,"163/160",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-3895132","R-HSA-389513","CTLA4 inhibitory signaling","2/859","21/8020",0.674376657421375,0.999999999999995,0.952704341498904,"5525/5526",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-56018842","R-HSA-5601884","PIWI-interacting RNA (piRNA) biogenesis","2/859","21/8020",0.674376657421375,0.999999999999995,0.952704341498904,"143689/122402",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-56209222","R-HSA-5620922","BBSome-mediated cargo-targeting to cilium","2/859","21/8020",0.674376657421375,0.999999999999995,0.952704341498904,"117177/55212",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-56518012","R-HSA-5651801","PCNA-Dependent Long Patch Base Excision Repair","2/859","21/8020",0.674376657421375,0.999999999999995,0.952704341498904,"5111/5426",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-708952","R-HSA-70895","Branched-chain amino acid catabolism","2/859","21/8020",0.674376657421375,0.999999999999995,0.952704341498904,"586/549",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-773872","R-HSA-77387","Insulin receptor recycling","2/859","21/8020",0.674376657421375,0.999999999999995,0.952704341498904,"51382/528",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-9126312","R-HSA-912631","Regulation of signaling by CBL","2/859","21/8020",0.674376657421375,0.999999999999995,0.952704341498904,"5291/7314",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
"R-HSA-96346382","R-HSA-9634638","Estrogen-dependent nuclear events downstream of ESR-membrane signaling","2/859","21/8020",0.674376657421375,0.999999999999995,0.952704341498904,"5594/2309",2,"up","Reactome","Human betaherpesvirus 5 (CMV).pbmc",FALSE
